_genre,type,release_year,age_certification,total_media,imdb_vote
action,SHOW,2022,TV-Y,3,155
animation,SHOW,2022,TV-Y,3,155
comedy,MOVIE,1982,,1,154
music,MOVIE,2021,PG,1,154
european,MOVIE,1982,,1,149
scifi,MOVIE,2017,G,1,144
action,MOVIE,1994,,1,142
crime,MOVIE,1994,,1,142
history,SHOW,2011,TV-PG,1,142
comedy,SHOW,2011,TV-Y,2,141
drama,MOVIE,1971,,1,137
comedy,SHOW,2022,TV-Y,2,134
fantasy,SHOW,2022,TV-Y,2,134
scifi,SHOW,2022,TV-Y,2,134
documentation,MOVIE,2021,G,1,132
family,MOVIE,1998,,1,129
music,MOVIE,1998,,1,129
war,MOVIE,2011,,1,129
comedy,SHOW,2005,TV-14,1,128
family,SHOW,2012,TV-G,1,125
fantasy,SHOW,2011,TV-Y,1,125
thriller,MOVIE,1986,,1,122
animation,MOVIE,2012,G,4,120
music,SHOW,2017,TV-Y,2,119
animation,MOVIE,2011,G,2,117
drama,SHOW,2012,TV-Y,1,116
comedy,MOVIE,1996,,1,115
documentation,MOVIE,1996,,1,115
thriller,SHOW,2018,TV-Y,1,111
drama,SHOW,2022,TV-Y,1,110
music,SHOW,2022,TV-Y,1,110
animation,SHOW,2012,,1,108
music,SHOW,2017,TV-14,1,108
romance,SHOW,2020,TV-PG,1,107
drama,MOVIE,1975,,1,106
animation,SHOW,2005,TV-PG,1,96
comedy,SHOW,2005,TV-PG,1,96
family,SHOW,2005,TV-PG,1,96
music,SHOW,2011,TV-Y,1,94
animation,SHOW,2005,TV-G,1,93
comedy,SHOW,2005,TV-G,1,93
european,SHOW,2005,TV-G,1,93
family,SHOW,2005,TV-G,1,93
animation,MOVIE,2013,G,5,92
family,MOVIE,2003,,1,83
crime,MOVIE,1960,,1,82
drama,MOVIE,1960,,1,82
thriller,MOVIE,1960,,1,82
documentation,MOVIE,2019,G,1,81
music,MOVIE,2019,G,1,81
crime,MOVIE,1959,,1,78
drama,MOVIE,1959,,1,78
romance,MOVIE,1959,,1,78
comedy,SHOW,2012,TV-PG,1,76
documentation,MOVIE,1980,,1,75
documentation,MOVIE,1999,,1,74
history,MOVIE,1999,,1,74
european,MOVIE,2001,,1,73
horror,SHOW,2016,TV-PG,1,71
family,MOVIE,1983,,1,70
romance,MOVIE,1983,,1,70
reality,MOVIE,2021,PG-13,1,69
action,MOVIE,1987,,1,68
comedy,MOVIE,1987,,1,68
family,MOVIE,1987,,1,68
animation,SHOW,2014,TV-Y,1,65
family,SHOW,2014,TV-Y,1,65
scifi,MOVIE,2006,PG-13,1,61
fantasy,SHOW,2020,TV-Y,1,61
animation,SHOW,2017,,2,61
western,MOVIE,2020,,1,60
documentation,SHOW,2005,TV-14,1,60
european,SHOW,2005,TV-14,1,60
animation,SHOW,2020,,2,59
family,SHOW,2008,,1,55
history,MOVIE,2001,,1,54
horror,MOVIE,2020,G,1,52
documentation,MOVIE,2014,PG-13,1,51
reality,MOVIE,2015,G,1,48
comedy,SHOW,2007,,1,47
drama,SHOW,2007,,1,47
romance,SHOW,2007,,1,47
family,MOVIE,2010,,1,46
documentation,MOVIE,1979,,1,43
reality,SHOW,2011,TV-PG,1,42
documentation,SHOW,2019,TV-Y7,1,42
music,SHOW,2019,TV-Y7,1,42
crime,MOVIE,1973,,1,41
drama,MOVIE,1973,,1,41
thriller,MOVIE,1973,,1,41
romance,SHOW,2003,TV-14,1,39
Missing Genre,SHOW,1993,TV-G,1,39
drama,SHOW,2022,,1,38
action,SHOW,2021,TV-Y,1,38
european,SHOW,2011,TV-G,1,37
action,MOVIE,1978,,1,35
drama,MOVIE,1978,,1,35
romance,MOVIE,1978,,1,35
animation,MOVIE,2010,G,1,35
family,SHOW,2022,,1,31
sport,SHOW,2022,,1,31
reality,SHOW,2012,TV-PG,1,31
animation,SHOW,2014,TV-PG,1,30
action,SHOW,2017,,1,29
reality,SHOW,2011,TV-14,1,28
drama,SHOW,2002,TV-PG,1,27
action,MOVIE,1980,,1,25
comedy,MOVIE,1980,,1,25
crime,MOVIE,1980,,1,25
drama,MOVIE,1980,,1,25
romance,MOVIE,1980,,1,25
thriller,SHOW,2010,TV-14,1,25
animation,SHOW,2007,TV-G,1,25
european,SHOW,2007,TV-G,1,25
reality,SHOW,2022,,1,24
documentation,SHOW,2014,TV-G,1,22
reality,SHOW,2014,TV-G,1,22
reality,MOVIE,2013,,1,21
animation,SHOW,2009,TV-PG,1,19
documentation,MOVIE,2020,G,1,18
animation,MOVIE,2012,,1,16
action,SHOW,2011,TV-Y,1,16
european,SHOW,2012,TV-Y,1,16
music,SHOW,2017,,1,15
romance,MOVIE,1976,,1,14
animation,MOVIE,2013,,1,14
drama,SHOW,2014,,1,14
thriller,SHOW,2014,,1,14
action,MOVIE,2012,G,1,14
animation,SHOW,2003,TV-Y,1,13
family,SHOW,2003,TV-Y,1,13
animation,SHOW,2008,TV-Y,1,11
Missing Genre,SHOW,2018,TV-PG,1,7
comedy,SHOW,1988,TV-PG,1,6
action,MOVIE,2011,G,1,5
fantasy,MOVIE,2011,G,1,5
